X1,X2,X3
CPCT02030482T.purple.somatic.vcf.gz,73,0
CPCT02030483T.purple.somatic.vcf.gz,13,1
CPCT02030484T.purple.somatic.vcf.gz,9,0
CPCT02030487T.purple.somatic.vcf.gz,16,0
CPCT02030488T.purple.somatic.vcf.gz,25,1
CPCT02030490T.purple.somatic.vcf.gz,789,5
CPCT02030492T.purple.somatic.vcf.gz,128,1
CPCT02030493T.purple.somatic.vcf.gz,38,0
CPCT02030495T.purple.somatic.vcf.gz,17,0
CPCT02030497T.purple.somatic.vcf.gz,1307,3
CPCT02030498T.purple.somatic.vcf.gz,103,0
CPCT02030499T.purple.somatic.vcf.gz,700,5
CPCT02030500T.purple.somatic.vcf.gz,1122,0
CPCT02030501T.purple.somatic.vcf.gz,7,0
CPCT02030502T.purple.somatic.vcf.gz,57,0
CPCT02030505T.purple.somatic.vcf.gz,100,2
CPCT02030506T.purple.somatic.vcf.gz,6,1
CPCT02030507T.purple.somatic.vcf.gz,42,0
CPCT02030508T.purple.somatic.vcf.gz,1580,2
CPCT02030509T.purple.somatic.vcf.gz,66,0
CPCT02030510T.purple.somatic.vcf.gz,8,0
CPCT02030513T.purple.somatic.vcf.gz,38,0
CPCT02030514T.purple.somatic.vcf.gz,461,2
CPCT02030516T.purple.somatic.vcf.gz,19,0
CPCT02030517T.purple.somatic.vcf.gz,32,0
CPCT02030519T.purple.somatic.vcf.gz,47,7
CPCT02030520T.purple.somatic.vcf.gz,20,0
CPCT02030521T.purple.somatic.vcf.gz,74,0
CPCT02030522T.purple.somatic.vcf.gz,35,0
CPCT02030528T.purple.somatic.vcf.gz,293,1
CPCT02030529T.purple.somatic.vcf.gz,15,0
CPCT02030531T.purple.somatic.vcf.gz,1031,0
CPCT02030532T.purple.somatic.vcf.gz,363,355
CPCT02030537T.purple.somatic.vcf.gz,11,0
CPCT02030543T.purple.somatic.vcf.gz,162,0
CPCT02030545T.purple.somatic.vcf.gz,64,1
CPCT02030546T.purple.somatic.vcf.gz,3259,310
CPCT02030547T.purple.somatic.vcf.gz,515,2
CPCT02030548T.purple.somatic.vcf.gz,734,3
CPCT02030549T.purple.somatic.vcf.gz,21,0
CPCT02030550T.purple.somatic.vcf.gz,33,0
CPCT02030551TII.purple.somatic.vcf.gz,50,0
CPCT02030552T.purple.somatic.vcf.gz,763,0
CPCT02030553T.purple.somatic.vcf.gz,5455,53
CPCT02030555T.purple.somatic.vcf.gz,1402,5
CPCT02030556T.purple.somatic.vcf.gz,386,2
CPCT02040021T.purple.somatic.vcf.gz,52,0
CPCT02040021TII.purple.somatic.vcf.gz,72,0
CPCT02040027T.purple.somatic.vcf.gz,63,0
CPCT02040031T.purple.somatic.vcf.gz,49,0
CPCT02040035T.purple.somatic.vcf.gz,12,0
CPCT02040036T.purple.somatic.vcf.gz,62,0
CPCT02040037T.purple.somatic.vcf.gz,111,1
CPCT02040038T.purple.somatic.vcf.gz,127,0
CPCT02040039T.purple.somatic.vcf.gz,322,1
CPCT02040040T.purple.somatic.vcf.gz,78,1
CPCT02040043T.purple.somatic.vcf.gz,55,0
CPCT02040045T.purple.somatic.vcf.gz,2608,14
CPCT02040046T.purple.somatic.vcf.gz,31,0
CPCT02040047T.purple.somatic.vcf.gz,90,1
CPCT02040048T.purple.somatic.vcf.gz,174,0
CPCT02040050T.purple.somatic.vcf.gz,60,0
CPCT02040051T.purple.somatic.vcf.gz,761,0
CPCT02040054T.purple.somatic.vcf.gz,269,1
CPCT02040055T.purple.somatic.vcf.gz,84,0
CPCT02040058T.purple.somatic.vcf.gz,100,1
CPCT02040062T.purple.somatic.vcf.gz,41,0
CPCT02040063T.purple.somatic.vcf.gz,363,0
CPCT02040064T.purple.somatic.vcf.gz,9,0
CPCT02040067T.purple.somatic.vcf.gz,67,0
CPCT02040068T.purple.somatic.vcf.gz,83,0
CPCT02040069T.purple.somatic.vcf.gz,26,0
CPCT02040070T.purple.somatic.vcf.gz,77,1
CPCT02040071T.purple.somatic.vcf.gz,6,0
CPCT02040071TII.purple.somatic.vcf.gz,9,1
CPCT02040072T.purple.somatic.vcf.gz,32,0
CPCT02040075T.purple.somatic.vcf.gz,119,0
CPCT02040077T.purple.somatic.vcf.gz,561,0
CPCT02040078T.purple.somatic.vcf.gz,42,0
CPCT02040083T.purple.somatic.vcf.gz,24,0
CPCT02040086T.purple.somatic.vcf.gz,32,0
CPCT02040089T.purple.somatic.vcf.gz,15,0
CPCT02040091T.purple.somatic.vcf.gz,310,1
CPCT02040092T.purple.somatic.vcf.gz,629,1
CPCT02040093T.purple.somatic.vcf.gz,89,2
CPCT02040095T.purple.somatic.vcf.gz,82,0
CPCT02040097T.purple.somatic.vcf.gz,69,0
CPCT02040100T.purple.somatic.vcf.gz,40,0
CPCT02040102T.purple.somatic.vcf.gz,473,2
CPCT02040104T.purple.somatic.vcf.gz,3128,2
CPCT02040105T.purple.somatic.vcf.gz,128,5
CPCT02040106T.purple.somatic.vcf.gz,503,0
CPCT02040107T.purple.somatic.vcf.gz,16,1
CPCT02040108T.purple.somatic.vcf.gz,73,0
CPCT02040113T.purple.somatic.vcf.gz,1088,5
CPCT02040114T.purple.somatic.vcf.gz,210,1
CPCT02040115T.purple.somatic.vcf.gz,309,0
CPCT02040115TII.purple.somatic.vcf.gz,319,2
CPCT02040117T.purple.somatic.vcf.gz,1589,8
CPCT02040119T.purple.somatic.vcf.gz,49,0
CPCT02040121T.purple.somatic.vcf.gz,668,2
CPCT02040122T.purple.somatic.vcf.gz,203,1
CPCT02040123T.purple.somatic.vcf.gz,15,0
CPCT02040127T.purple.somatic.vcf.gz,81,1
CPCT02040134T.purple.somatic.vcf.gz,40,4
CPCT02040136T.purple.somatic.vcf.gz,1503,2
CPCT02040138T.purple.somatic.vcf.gz,144,0
CPCT02040140T.purple.somatic.vcf.gz,30,0
CPCT02040141T.purple.somatic.vcf.gz,27,0
CPCT02040142T.purple.somatic.vcf.gz,14,0
CPCT02040143T.purple.somatic.vcf.gz,120,0
CPCT02040144T.purple.somatic.vcf.gz,291,0
CPCT02040145T.purple.somatic.vcf.gz,12,1
CPCT02040148T.purple.somatic.vcf.gz,77,6
CPCT02040149T.purple.somatic.vcf.gz,868,3
CPCT02040151T.purple.somatic.vcf.gz,61,0
CPCT02040152T.purple.somatic.vcf.gz,77,2
CPCT02040154T.purple.somatic.vcf.gz,31,0
CPCT02040156T.purple.somatic.vcf.gz,51,1
CPCT02040157T.purple.somatic.vcf.gz,49,1
CPCT02040160T.purple.somatic.vcf.gz,42,1
CPCT02040164T.purple.somatic.vcf.gz,131,0
CPCT02040165T.purple.somatic.vcf.gz,107,1
CPCT02040169T.purple.somatic.vcf.gz,276,2
CPCT02040170T.purple.somatic.vcf.gz,45,1
CPCT02040172T.purple.somatic.vcf.gz,752,0
CPCT02040173T.purple.somatic.vcf.gz,902,0
CPCT02040174T.purple.somatic.vcf.gz,1048,0
CPCT02040175T.purple.somatic.vcf.gz,11,0
CPCT02040181T.purple.somatic.vcf.gz,89,0
CPCT02040183T.purple.somatic.vcf.gz,44,0
CPCT02040186T.purple.somatic.vcf.gz,1015,1
CPCT02040188T.purple.somatic.vcf.gz,79,1
CPCT02040191T.purple.somatic.vcf.gz,4,0
CPCT02040192T.purple.somatic.vcf.gz,58,0
CPCT02040194T.purple.somatic.vcf.gz,1087,2
CPCT02040196T.purple.somatic.vcf.gz,100,8
CPCT02040198T.purple.somatic.vcf.gz,2583,4
CPCT02040201T.purple.somatic.vcf.gz,212,1
CPCT02040202T.purple.somatic.vcf.gz,154,0
CPCT02040203T.purple.somatic.vcf.gz,2,0
CPCT02040204T.purple.somatic.vcf.gz,152,4
CPCT02040205T.purple.somatic.vcf.gz,91,0
CPCT02040207T.purple.somatic.vcf.gz,16,0
CPCT02040208T.purple.somatic.vcf.gz,18,2
CPCT02040213T.purple.somatic.vcf.gz,555,1
CPCT02040214T.purple.somatic.vcf.gz,1081,1
CPCT02040215T.purple.somatic.vcf.gz,24,0
CPCT02040215TII.purple.somatic.vcf.gz,36,1
CPCT02040216T.purple.somatic.vcf.gz,32,0
CPCT02040219T.purple.somatic.vcf.gz,8,0
CPCT02040220T.purple.somatic.vcf.gz,22,0
CPCT02040221T.purple.somatic.vcf.gz,525,2
CPCT02040223T.purple.somatic.vcf.gz,34,0
CPCT02040224T.purple.somatic.vcf.gz,102,0
CPCT02040225T.purple.somatic.vcf.gz,1612,2
CPCT02040226T.purple.somatic.vcf.gz,91,0
CPCT02040228T.purple.somatic.vcf.gz,20,1
CPCT02040230T.purple.somatic.vcf.gz,6,0
CPCT02040234T.purple.somatic.vcf.gz,1339,0
CPCT02040235T.purple.somatic.vcf.gz,53,1
CPCT02040241T.purple.somatic.vcf.gz,1071,3
CPCT02040242T.purple.somatic.vcf.gz,93,0
CPCT02040245T.purple.somatic.vcf.gz,70,0
CPCT02040246T.purple.somatic.vcf.gz,1548,7
CPCT02040248T.purple.somatic.vcf.gz,56,0
CPCT02040249T.purple.somatic.vcf.gz,26,1
CPCT02040250T.purple.somatic.vcf.gz,15,0
CPCT02040251T.purple.somatic.vcf.gz,219,0
CPCT02040254T.purple.somatic.vcf.gz,49,0
CPCT02040255T.purple.somatic.vcf.gz,802,2
CPCT02040257T.purple.somatic.vcf.gz,22,0
CPCT02040258T.purple.somatic.vcf.gz,371,1
CPCT02040264T.purple.somatic.vcf.gz,121,1
CPCT02040266T.purple.somatic.vcf.gz,147,1
CPCT02040267T.purple.somatic.vcf.gz,10,0
CPCT02040269T.purple.somatic.vcf.gz,273,2
CPCT02040271T.purple.somatic.vcf.gz,46,0
CPCT02040273T.purple.somatic.vcf.gz,219,0
CPCT02040278T.purple.somatic.vcf.gz,41,1
CPCT02040280T.purple.somatic.vcf.gz,64,1
CPCT02040280TII.purple.somatic.vcf.gz,2613,10
CPCT02040282T.purple.somatic.vcf.gz,26,0
CPCT02040283T.purple.somatic.vcf.gz,79,0
CPCT02040286T.purple.somatic.vcf.gz,1623,6
CPCT02040290T.purple.somatic.vcf.gz,81,0
CPCT02040291T.purple.somatic.vcf.gz,12,0
CPCT02040292T.purple.somatic.vcf.gz,38,0
CPCT02040294T.purple.somatic.vcf.gz,183,0
CPCT02040295T.purple.somatic.vcf.gz,27,1
CPCT02040298T.purple.somatic.vcf.gz,20,0
CPCT02040299T.purple.somatic.vcf.gz,678,3
CPCT02040299TII.purple.somatic.vcf.gz,849,2
CPCT02040301T.purple.somatic.vcf.gz,2397,6
CPCT02040302T.purple.somatic.vcf.gz,21,0
CPCT02040305T.purple.somatic.vcf.gz,1482,2
CPCT02040306T.purple.somatic.vcf.gz,23,0
CPCT02040307T.purple.somatic.vcf.gz,19,0
CPCT02040309T.purple.somatic.vcf.gz,182,0
CPCT02040312T.purple.somatic.vcf.gz,81,1
CPCT02040313T.purple.somatic.vcf.gz,367,0
CPCT02040315T.purple.somatic.vcf.gz,1351,3
CPCT02040316T.purple.somatic.vcf.gz,17,0
CPCT02040317T.purple.somatic.vcf.gz,941,5
CPCT02040320T.purple.somatic.vcf.gz,1212,3
CPCT02040321T.purple.somatic.vcf.gz,111,1
CPCT02040323T.purple.somatic.vcf.gz,11,1
CPCT02040325T.purple.somatic.vcf.gz,7,0
CPCT02040329T.purple.somatic.vcf.gz,995,1
CPCT02040330T.purple.somatic.vcf.gz,945,1
CPCT02040331T.purple.somatic.vcf.gz,13,0
CPCT02040332T.purple.somatic.vcf.gz,1258,2
CPCT02040334T.purple.somatic.vcf.gz,15,0
CPCT02040337T.purple.somatic.vcf.gz,12,0
CPCT02040338T.purple.somatic.vcf.gz,42,0
CPCT02040340T.purple.somatic.vcf.gz,119,0
CPCT02040341T.purple.somatic.vcf.gz,24,0
CPCT02040342T.purple.somatic.vcf.gz,83,3
CPCT02040343T.purple.somatic.vcf.gz,32,0
CPCT02050041T.purple.somatic.vcf.gz,253,6
CPCT02050043T.purple.somatic.vcf.gz,155,0
CPCT02050045T.purple.somatic.vcf.gz,934,5
CPCT02050046T.purple.somatic.vcf.gz,949,3
CPCT02050047T.purple.somatic.vcf.gz,35,0
CPCT02050048T.purple.somatic.vcf.gz,66,0
CPCT02050049T.purple.somatic.vcf.gz,12,0
CPCT02050051T.purple.somatic.vcf.gz,91,0
CPCT02050052T.purple.somatic.vcf.gz,453,0
CPCT02050052TII.purple.somatic.vcf.gz,434,0
CPCT02050053T.purple.somatic.vcf.gz,69,1
CPCT02050055T.purple.somatic.vcf.gz,352,3
CPCT02050055TII.purple.somatic.vcf.gz,395,3
CPCT02050056T.purple.somatic.vcf.gz,1297,8
CPCT02050057T.purple.somatic.vcf.gz,104,1
CPCT02050058T.purple.somatic.vcf.gz,137,0
CPCT02050060T.purple.somatic.vcf.gz,36,0
CPCT02050061T.purple.somatic.vcf.gz,77,0
CPCT02050063T.purple.somatic.vcf.gz,57,0
CPCT02050068T.purple.somatic.vcf.gz,42,1
CPCT02050070T.purple.somatic.vcf.gz,11,0
CPCT02050071T.purple.somatic.vcf.gz,16,0
CPCT02050073T.purple.somatic.vcf.gz,225,0
CPCT02050073TII.purple.somatic.vcf.gz,246,0
CPCT02050074T.purple.somatic.vcf.gz,14,0
CPCT02050075T.purple.somatic.vcf.gz,212,2
CPCT02050076TII.purple.somatic.vcf.gz,39,0
CPCT02050077T.purple.somatic.vcf.gz,91,0
CPCT02050079T.purple.somatic.vcf.gz,6,0
CPCT02050079TII.purple.somatic.vcf.gz,11,1
CPCT02050082T.purple.somatic.vcf.gz,11,1
CPCT02050085T.purple.somatic.vcf.gz,302,0
CPCT02050086T.purple.somatic.vcf.gz,18,0
CPCT02050087T.purple.somatic.vcf.gz,50,0
CPCT02050088T.purple.somatic.vcf.gz,11,0
CPCT02050089T.purple.somatic.vcf.gz,71,0
CPCT02050091T.purple.somatic.vcf.gz,28,0
CPCT02050092T.purple.somatic.vcf.gz,1216,1
CPCT02050093T.purple.somatic.vcf.gz,185,0
CPCT02050095T.purple.somatic.vcf.gz,57,2
CPCT02050096T.purple.somatic.vcf.gz,62,0
CPCT02050097T.purple.somatic.vcf.gz,47,0
CPCT02050100T.purple.somatic.vcf.gz,56,0
CPCT02050103T.purple.somatic.vcf.gz,84,0
CPCT02050104T.purple.somatic.vcf.gz,1108,0
CPCT02050105T.purple.somatic.vcf.gz,12077,24
CPCT02050106T.purple.somatic.vcf.gz,101,0
CPCT02050107T.purple.somatic.vcf.gz,26,0
CPCT02050108T.purple.somatic.vcf.gz,83,0
CPCT02050109T.purple.somatic.vcf.gz,50,0
CPCT02050110T.purple.somatic.vcf.gz,182,2
CPCT02050113T.purple.somatic.vcf.gz,42,0
CPCT02050114T.purple.somatic.vcf.gz,137,1
CPCT02050115T.purple.somatic.vcf.gz,78,0
CPCT02050117T.purple.somatic.vcf.gz,17,0
CPCT02050118T.purple.somatic.vcf.gz,71,1
CPCT02050120T.purple.somatic.vcf.gz,38,0
CPCT02050124T.purple.somatic.vcf.gz,77,3
CPCT02050127T.purple.somatic.vcf.gz,17,0
CPCT02050128T.purple.somatic.vcf.gz,86,0
CPCT02050133T.purple.somatic.vcf.gz,42,0
CPCT02050135T.purple.somatic.vcf.gz,130,2
CPCT02050136T.purple.somatic.vcf.gz,132,0
CPCT02050138T.purple.somatic.vcf.gz,36,0
CPCT02050139T.purple.somatic.vcf.gz,164,2
CPCT02050141T.purple.somatic.vcf.gz,399,0
CPCT02050142T.purple.somatic.vcf.gz,10,0
CPCT02050143T.purple.somatic.vcf.gz,54,0
CPCT02050144T.purple.somatic.vcf.gz,77,2
CPCT02050146T.purple.somatic.vcf.gz,5,0
CPCT02050147T.purple.somatic.vcf.gz,111,2
CPCT02050148T.purple.somatic.vcf.gz,37,0
CPCT02050149T.purple.somatic.vcf.gz,39,0
CPCT02050151T.purple.somatic.vcf.gz,15,0
CPCT02050156T.purple.somatic.vcf.gz,20,0
CPCT02050157T.purple.somatic.vcf.gz,44,0
CPCT02050158T.purple.somatic.vcf.gz,1240,3
CPCT02050159T.purple.somatic.vcf.gz,2647,19
CPCT02050160T.purple.somatic.vcf.gz,36,0
CPCT02050161T.purple.somatic.vcf.gz,385,3
CPCT02050163T.purple.somatic.vcf.gz,112,2
CPCT02050164T.purple.somatic.vcf.gz,34,0
CPCT02050166T.purple.somatic.vcf.gz,30,0
CPCT02050167T.purple.somatic.vcf.gz,19,0
CPCT02050168T.purple.somatic.vcf.gz,910,2
CPCT02050170T.purple.somatic.vcf.gz,69,2
CPCT02050172T.purple.somatic.vcf.gz,631,1
CPCT02050174T.purple.somatic.vcf.gz,21,0
CPCT02050175T.purple.somatic.vcf.gz,114,0
CPCT02050176T.purple.somatic.vcf.gz,77,1
CPCT02050179T.purple.somatic.vcf.gz,91,4
CPCT02050181T.purple.somatic.vcf.gz,104,0
CPCT02050182T.purple.somatic.vcf.gz,24,0
CPCT02050183T.purple.somatic.vcf.gz,12,1
CPCT02050184T.purple.somatic.vcf.gz,795,5
CPCT02050186T.purple.somatic.vcf.gz,345,4
CPCT02050187T.purple.somatic.vcf.gz,288,4
CPCT02050192T.purple.somatic.vcf.gz,35,0
CPCT02050193T.purple.somatic.vcf.gz,2215,12
CPCT02050194T.purple.somatic.vcf.gz,1226,7
CPCT02050195T.purple.somatic.vcf.gz,30,0
CPCT02050199T.purple.somatic.vcf.gz,373,1
CPCT02050202T.purple.somatic.vcf.gz,15,1
CPCT02050203T.purple.somatic.vcf.gz,156,2
CPCT02050209T.purple.somatic.vcf.gz,53,0
CPCT02050210T.purple.somatic.vcf.gz,18,3
CPCT02050211T.purple.somatic.vcf.gz,214,94
CPCT02050212T.purple.somatic.vcf.gz,1397,7
CPCT02050213T.purple.somatic.vcf.gz,38,3
CPCT02050214T.purple.somatic.vcf.gz,267,0
CPCT02050215T.purple.somatic.vcf.gz,54,0
CPCT02050216T.purple.somatic.vcf.gz,31,0
CPCT02050217T.purple.somatic.vcf.gz,293,2
CPCT02050218T.purple.somatic.vcf.gz,28,1
CPCT02050220T.purple.somatic.vcf.gz,149,0
CPCT02050223T.purple.somatic.vcf.gz,28,0
CPCT02050224T.purple.somatic.vcf.gz,280,0
CPCT02050225T.purple.somatic.vcf.gz,19,0
CPCT02050225TII.purple.somatic.vcf.gz,18,0
CPCT02050227T.purple.somatic.vcf.gz,37,1
CPCT02050229T.purple.somatic.vcf.gz,14,0
CPCT02050232T.purple.somatic.vcf.gz,302,2
CPCT02050233T.purple.somatic.vcf.gz,240,2
CPCT02050234T.purple.somatic.vcf.gz,46,1
CPCT02050235T.purple.somatic.vcf.gz,3354,27
CPCT02050236T.purple.somatic.vcf.gz,2763,22
CPCT02050238T.purple.somatic.vcf.gz,120,0
CPCT02050239T.purple.somatic.vcf.gz,115,2
CPCT02050240T.purple.somatic.vcf.gz,14611,83
CPCT02050241T.purple.somatic.vcf.gz,106,1
CPCT02050243T.purple.somatic.vcf.gz,21,0
CPCT02050244T.purple.somatic.vcf.gz,42,0
CPCT02050245T.purple.somatic.vcf.gz,851,2
CPCT02050246T.purple.somatic.vcf.gz,18,1
CPCT02050249T.purple.somatic.vcf.gz,273,2
CPCT02050250T.purple.somatic.vcf.gz,16,1
CPCT02050251T.purple.somatic.vcf.gz,16,0
CPCT02050252T.purple.somatic.vcf.gz,175,0
CPCT02050254T.purple.somatic.vcf.gz,16,1
CPCT02050256T.purple.somatic.vcf.gz,54,0
CPCT02050258T.purple.somatic.vcf.gz,34,3
CPCT02050259T.purple.somatic.vcf.gz,284,2
CPCT02050260T.purple.somatic.vcf.gz,30,0
CPCT02050261T.purple.somatic.vcf.gz,73,2
CPCT02050263T.purple.somatic.vcf.gz,167,0
CPCT02050264T.purple.somatic.vcf.gz,42,0
CPCT02050268T.purple.somatic.vcf.gz,32,0
CPCT02050269T.purple.somatic.vcf.gz,46,0
CPCT02050276T.purple.somatic.vcf.gz,668,0
CPCT02050276TII.purple.somatic.vcf.gz,663,2
CPCT02050278T.purple.somatic.vcf.gz,69,2
CPCT02050279T.purple.somatic.vcf.gz,328,127
CPCT02050280T.purple.somatic.vcf.gz,48,0
CPCT02050281T.purple.somatic.vcf.gz,981,6
CPCT02050282T.purple.somatic.vcf.gz,79,0
CPCT02050283T.purple.somatic.vcf.gz,30,0
CPCT02050285T.purple.somatic.vcf.gz,65,0
CPCT02050286T.purple.somatic.vcf.gz,173,1
CPCT02050287T.purple.somatic.vcf.gz,176,0
CPCT02050288T.purple.somatic.vcf.gz,57,1
CPCT02050289T.purple.somatic.vcf.gz,140,1
CPCT02050291T.purple.somatic.vcf.gz,712,0
CPCT02050292T.purple.somatic.vcf.gz,116,1
CPCT02050294T.purple.somatic.vcf.gz,1839,10
CPCT02050295T.purple.somatic.vcf.gz,75,1
CPCT02050296T.purple.somatic.vcf.gz,39,2
CPCT02050297T.purple.somatic.vcf.gz,251,0
CPCT02050299T.purple.somatic.vcf.gz,109,0
CPCT02050300T.purple.somatic.vcf.gz,92,1
CPCT02050301T.purple.somatic.vcf.gz,798,5
CPCT02050304T.purple.somatic.vcf.gz,8119,98
CPCT02050307T.purple.somatic.vcf.gz,65,0
CPCT02050308T.purple.somatic.vcf.gz,519,1
CPCT02050309T.purple.somatic.vcf.gz,84,0
CPCT02050310T.purple.somatic.vcf.gz,56,1
CPCT02050312T.purple.somatic.vcf.gz,19,0
CPCT02050314T.purple.somatic.vcf.gz,73,0
CPCT02050315T.purple.somatic.vcf.gz,371,2
CPCT02050317T.purple.somatic.vcf.gz,21,0
CPCT02050319T.purple.somatic.vcf.gz,42,0
CPCT02050321T.purple.somatic.vcf.gz,183,0
CPCT02050322T.purple.somatic.vcf.gz,1617,5
CPCT02050325T.purple.somatic.vcf.gz,362,4
CPCT02050327T.purple.somatic.vcf.gz,37,1
CPCT02050329T.purple.somatic.vcf.gz,168,0
CPCT02050330T.purple.somatic.vcf.gz,149,0
CPCT02050331T.purple.somatic.vcf.gz,6,0
CPCT02050332T.purple.somatic.vcf.gz,75,0
CPCT02050333T.purple.somatic.vcf.gz,14,0
CPCT02050335T.purple.somatic.vcf.gz,102,0
CPCT02050337T.purple.somatic.vcf.gz,44,0
CPCT02050338T.purple.somatic.vcf.gz,49,0
CPCT02050339T.purple.somatic.vcf.gz,2042,3
CPCT02050341T.purple.somatic.vcf.gz,14,0
CPCT02050342T.purple.somatic.vcf.gz,32,0
CPCT02050342TII.purple.somatic.vcf.gz,32,0
CPCT02050343T.purple.somatic.vcf.gz,99,0
CPCT02050344T.purple.somatic.vcf.gz,135,1
CPCT02050346T.purple.somatic.vcf.gz,1013,1
CPCT02050347T.purple.somatic.vcf.gz,423,0
CPCT02050348T.purple.somatic.vcf.gz,91,0
CPCT02050349T.purple.somatic.vcf.gz,1346,2
CPCT02050351T.purple.somatic.vcf.gz,159,1
CPCT02050351TII.purple.somatic.vcf.gz,185,1
CPCT02050352T.purple.somatic.vcf.gz,128,0
CPCT02050354T.purple.somatic.vcf.gz,65,0
CPCT02050355T.purple.somatic.vcf.gz,118,0
CPCT02050356T.purple.somatic.vcf.gz,236,0
CPCT02050357T.purple.somatic.vcf.gz,205,3
CPCT02050358T.purple.somatic.vcf.gz,48,2
CPCT02050359T.purple.somatic.vcf.gz,6,0
CPCT02050360T.purple.somatic.vcf.gz,147,0
CPCT02050362T.purple.somatic.vcf.gz,104,4
CPCT02050363T.purple.somatic.vcf.gz,37,1
CPCT02050364T.purple.somatic.vcf.gz,29,0
CPCT02050365T.purple.somatic.vcf.gz,1559,7
CPCT02050367T.purple.somatic.vcf.gz,2,0
CPCT02050370T.purple.somatic.vcf.gz,2756,27
CPCT02050371T.purple.somatic.vcf.gz,71,0
CPCT02050373T.purple.somatic.vcf.gz,5,0
CPCT02050375T.purple.somatic.vcf.gz,102,1
CPCT02050376T.purple.somatic.vcf.gz,116,1
CPCT02050380T.purple.somatic.vcf.gz,222,3
CPCT02050383T.purple.somatic.vcf.gz,86,1
CPCT02050384T.purple.somatic.vcf.gz,92,0
CPCT02050385T.purple.somatic.vcf.gz,243,1
CPCT02050386T.purple.somatic.vcf.gz,95,0
CPCT02050387T.purple.somatic.vcf.gz,272,1
CPCT02050389T.purple.somatic.vcf.gz,22,0
CPCT02050390T.purple.somatic.vcf.gz,133,0
CPCT02050391T.purple.somatic.vcf.gz,29,0
CPCT02050392T.purple.somatic.vcf.gz,8,0
CPCT02050395T.purple.somatic.vcf.gz,164,0
CPCT02050396T.purple.somatic.vcf.gz,99,28
CPCT02050397T.purple.somatic.vcf.gz,90,0
CPCT02050398T.purple.somatic.vcf.gz,30,0
CPCT02050399T.purple.somatic.vcf.gz,23,0
CPCT02050402T.purple.somatic.vcf.gz,398,0
CPCT02050403T.purple.somatic.vcf.gz,70,1
CPCT02050404T.purple.somatic.vcf.gz,11,0
CPCT02050405T.purple.somatic.vcf.gz,847,6
CPCT02050407T.purple.somatic.vcf.gz,62,0
CPCT02050409T.purple.somatic.vcf.gz,112,1
CPCT02050411T.purple.somatic.vcf.gz,1952,8
CPCT02050412T.purple.somatic.vcf.gz,56,0
CPCT02050414T.purple.somatic.vcf.gz,71,1
CPCT02050415T.purple.somatic.vcf.gz,1506,4
CPCT02050418T.purple.somatic.vcf.gz,11,0
CPCT02050421T.purple.somatic.vcf.gz,1873,14
CPCT02050424T.purple.somatic.vcf.gz,24615,3277
CPCT02050427T.purple.somatic.vcf.gz,129,1
CPCT02050431T.purple.somatic.vcf.gz,31,0
CPCT02050432T.purple.somatic.vcf.gz,341,1
CPCT02050434T.purple.somatic.vcf.gz,18,0
CPCT02050436T.purple.somatic.vcf.gz,243,3
CPCT02050437T.purple.somatic.vcf.gz,317,3
CPCT02050438T.purple.somatic.vcf.gz,2732,17
CPCT02050439T.purple.somatic.vcf.gz,50,0
CPCT02050440T.purple.somatic.vcf.gz,1391,2
CPCT02050441T.purple.somatic.vcf.gz,45,1
CPCT02050442T.purple.somatic.vcf.gz,20,0
CPCT02050443T.purple.somatic.vcf.gz,233,357
CPCT02050445T.purple.somatic.vcf.gz,132,0
CPCT02050447T.purple.somatic.vcf.gz,29,0
CPCT02060010T.purple.somatic.vcf.gz,493,1
CPCT02060011T.purple.somatic.vcf.gz,30,1
CPCT02060013T.purple.somatic.vcf.gz,277,0
CPCT02060015T.purple.somatic.vcf.gz,67,1
CPCT02060017T.purple.somatic.vcf.gz,30,1
CPCT02060018T.purple.somatic.vcf.gz,30,0
CPCT02060022T.purple.somatic.vcf.gz,12,0
CPCT02060023T.purple.somatic.vcf.gz,171,0
CPCT02060029T.purple.somatic.vcf.gz,70,0
CPCT02060033T.purple.somatic.vcf.gz,60,3
CPCT02060033TII.purple.somatic.vcf.gz,79,1
CPCT02060034T.purple.somatic.vcf.gz,16,1
CPCT02060035T.purple.somatic.vcf.gz,50,0
CPCT02060037T.purple.somatic.vcf.gz,14,0
CPCT02060039T.purple.somatic.vcf.gz,70,0
CPCT02060041T.purple.somatic.vcf.gz,17356,361
CPCT02060042T.purple.somatic.vcf.gz,8,1
CPCT02060043T.purple.somatic.vcf.gz,2100,3
CPCT02060044T.purple.somatic.vcf.gz,1613,12
CPCT02060045T.purple.somatic.vcf.gz,28,0
CPCT02060046T.purple.somatic.vcf.gz,6,0
CPCT02060049T.purple.somatic.vcf.gz,8,0
CPCT02060050T.purple.somatic.vcf.gz,128,0
CPCT02060051T.purple.somatic.vcf.gz,79,0
CPCT02060053T.purple.somatic.vcf.gz,24,0
CPCT02060054T.purple.somatic.vcf.gz,465,1
CPCT02060056T.purple.somatic.vcf.gz,63,0
CPCT02060058T.purple.somatic.vcf.gz,24,0
CPCT02060059T.purple.somatic.vcf.gz,73,0
CPCT02060061T.purple.somatic.vcf.gz,75,1
CPCT02060063T.purple.somatic.vcf.gz,139,0
CPCT02060066T.purple.somatic.vcf.gz,7,0
